loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN01594,BR01594,ARM,2018-12-19,2038-09-05,242838.33,89850.18,6.75,240,FL,CASHOUT,B,24,50K-100K,DELINQUENT,104,Acme Servicing,2024-05-17,2024-06-30,COMPLETE,ORIG_SYS
LN01595,BR01595,FIXED,2017-01-02,2026-11-11,273649.29,169662.56,5.87,120,IL,CASHOUT,A,22,100K-150K,CURRENT,0,Acme Servicing,2024-05-25,2024-05-16,COMPLETE,ORIG_SYS
LN01596,BR01596,ARM,2020-04-19,2049-11-13,167253.11,0.00,6.18,360,IL,REFI,B,8,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-26,2024-03-05,COMPLETE,ORIG_SYS
LN01597,BR01597,ARM,2016-11-15,2046-06-11,194304.51,5000.00,9.15,360,NY,PURCHASE,C,24,>150K,CLOSED,0,Cardinal Mortgage Co,2024-06-17,2024-05-09,COMPLETE,ORIG_SYS
LN01598,BR01598,ARM,2015-10-07,2030-07-20,149075.84,50685.79,8.07,180,GA,CASHOUT,C,10,50K-100K,DELINQUENT,108,Cardinal Mortgage Co,2024-06-02,2024-06-14,COMPLETE,ORIG_SYS
LN01599,BR01599,ARM,2018-09-28,2033-07-11,230031.80,209328.94,7.17,180,FL,REFI,B,31,50K-100K,DELINQUENT,126,Acme Servicing,2024-06-10,2024-03-20,COMPLETE,ORIG_SYS
LN01600,BR01600,FIXED,2018-09-22,2038-06-09,431372.17,0.00,4.96,240,OH,REFI,A,20,50K-100K,CLOSED,0,Cardinal Mortgage Co,13/40/2020,2024-06-01,COMPLETE,ORIG_SYS
LN01601,BR01601,ARM,2015-03-09,2025-01-15,-278804.92,0.00,14.17,120,PA,REFI,D,19,>150K,CLOSED,0,Cardinal Mortgage Co,2024-06-22,2024-05-18,COMPLETE,ORIG_SYS
LN01602,BR01602,ARM,2015-05-27,2044-12-20,341744.04,0.00,6.89,360,NY,PURCHASE,B,31,>150K,CLOSED,0,Acme Servicing,2024-05-06,2024-05-13,COMPLETE,ORIG_SYS
LN01603,BR01603,FIXED,2019-08-31,2049-03-26,384716.61,0.00,14.79,360,OH,PURCHASE,D,17,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-23,2024-03-22,COMPLETE,ORIG_SYS
LN01604,BR01604,ARM,2019-05-26,2034-03-08,95925.52,0.00,10.26,180,IL,PURCHASE,C,19,>150K,CLOSED,0,Cardinal Mortgage Co,2024-06-17,2024-03-23,COMPLETE,ORIG_SYS
LN01605,BR01605,FIXED,2018-09-17,2038-06-04,327244.18,147259.88,5.10,240,WA,CASHOUT,A,28,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-03,2024-06-21,COMPLETE,ORIG_SYS
LN01606,BR01606,ARM,2017-10-18,2037-07-05,427077.92,217809.74,4.31,240,NY,PURCHASE,A,7,50K-100K,DELINQUENT,53,Cardinal Mortgage Co,2024-05-18,2024-03-13,COMPLETE,ORIG_SYS
LN01607,BR01607,ARM,2020-06-03,2035-03-17,76352.21,67189.94,14.60,180,NY,CASHOUT,D,18,<50K,CURRENT,0,Acme Servicing,2024-06-12,2024-06-12,COMPLETE,ORIG_SYS
LN01608,BR01608,FIXED,2018-09-08,2038-05-26,319177.98,277684.84,14.53,240,OH,PURCHASE,D,3,>150K,DELINQUENT,167,Cardinal Mortgage Co,2024-06-22,2024-03-08,COMPLETE,ORIG_SYS
LN01609,BR01609,ARM,2016-08-09,2046-03-05,150370.54,96237.15,4.54,360,CA,REFI,A,11,50K-100K,CURRENT,0,Acme Servicing,2024-05-29,2024-03-18,COMPLETE,ORIG_SYS
LN01610,BR01610,FIXED,2021-09-16,2031-07-26,380712.78,220813.41,5.70,120,NY,CASHOUT,A,1,50K-100K,DELINQUENT,110,BlueRiver Loan Servicing,2024-05-04,2024-04-01,COMPLETE,ORIG_SYS
LN01611,BR01611,FIXED,2020-04-21,2030-02-28,196573.73,0.00,5.84,120,PA,PURCHASE,A,13,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-19,2024-05-28,COMPLETE,ORIG_SYS
LN01612,BR01612,ARM,2021-06-20,2041-03-07,250587.21,177916.92,4.11,240,CA,PURCHASE,A,2,100K-150K,DELINQUENT,117,Cardinal Mortgage Co,2024-05-06,2022-11-29,COMPLETE,ORIG_SYS
LN01613,BR01613,FIXED,2019-08-25,2039-05-12,324478.75,184952.89,9.35,240,CA,PURCHASE,C,25,<50K,CURRENT,0,Acme Servicing,2024-05-03,2024-04-07,COMPLETE,ORIG_SYS
LN01614,BR01614,ARM,2020-06-21,2050-01-15,458603.51,137581.05,9.24,360,WA,CASHOUT,C,29,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-14,2024-04-19,COMPLETE,ORIG_SYS
LN01615,BR01615,ARM,2017-10-04,2037-06-21,84679.10,59275.37,7.69,240,GA,REFI,B,22,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-21,2024-03-14,COMPLETE,ORIG_SYS
LN01616,BR01616,FIXED,2015-09-23,2045-04-18,447091.25,0.00,13.87,360,WA,CASHOUT,D,24,100K-150K,CLOSED,0,Acme Servicing,2024-05-03,2024-04-16,COMPLETE,ORIG_SYS
LN01617,BR01617,ARM,2016-04-20,2026-02-27,252786.02,197173.10,9.60,120,NC,PURCHASE,C,14,100K-150K,DELINQUENT,60,BlueRiver Loan Servicing,2024-06-25,2024-05-07,COMPLETE,ORIG_SYS
LN01618,BR01618,FIXED,2021-01-17,2035-10-31,217561.03,150117.11,6.85,180,GA,PURCHASE,B,30,50K-100K,DELINQUENT,92,Acme Servicing,2024-06-20,2024-05-18,COMPLETE,ORIG_SYS
LN01619,BR01619,FIXED,2018-06-01,2047-12-26,302418.33,220765.38,12.11,360,PA,REFI,D,32,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-05-14,2024-05-30,COMPLETE,ORIG_SYS
LN01620,BR01620,ARM,,2036-04-05,240405.77,0.00,4.36,180,CA,PURCHASE,A,28,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-07,2024-03-09,COMPLETE,ORIG_SYS
LN01621,BR01621,ARM,2017-04-22,2037-01-07,327174.55,229022.18,7.16,240,IL,CASHOUT,B,24,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-08,2024-05-21,COMPLETE,ORIG_SYS
LN01622,BR01622,ARM,2015-11-05,2030-08-18,336159.31,141186.91,11.78,180,WA,PURCHASE,D,2,100K-150K,DELINQUENT,146,Cardinal Mortgage Co,2024-06-26,2024-04-15,COMPLETE,ORIG_SYS
LN01623,BR01623,ARM,2015-11-05,2030-08-18,78806.12,66197.14,4.86,180,FL,PURCHASE,A,21,100K-150K,DELINQUENT,94,Acme Servicing,2024-05-27,2024-05-10,COMPLETE,ORIG_SYS
LN01624,,ARM,2021-04-06,2036-01-18,203847.59,63192.75,5.95,180,ZZ,CASHOUT,A,9,<50K,DELINQUENT,76,Acme Servicing,2024-05-17,2024-04-21,COMPLETE,ORIG_SYS
LN01625,BR01625,ARM,2021-05-21,2041-02-05,92378.71,36027.70,10.89,240,TX,PURCHASE,C,12,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-06-21,2024-03-11,COMPLETE,ORIG_SYS
LN01626,BR01626,FIXED,2018-12-01,2033-09-13,485512.58,388410.06,5.84,180,GA,CASHOUT,A,32,100K-150K,DELINQUENT,68,Cardinal Mortgage Co,2024-05-11,2024-04-15,COMPLETE,ORIG_SYS
LN01627,BR01627,FIXED,2019-05-08,2029-03-16,466505.45,191267.23,12.13,120,TX,REFI,D,4,>150K,DELINQUENT,109,Acme Servicing,2024-06-02,2024-03-10,COMPLETE,ORIG_SYS
LN01628,BR01628,FIXED,2019-11-04,2039-07-22,240410.18,0.00,8.15,240,FL,REFI,C,26,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-06,2024-03-06,COMPLETE,ORIG_SYS
LN01629,BR01629,ARM,2019-08-29,2039-05-16,73313.35,43254.88,7.48,240,GA,CASHOUT,B,7,100K-150K,DELINQUENT,93,BlueRiver Loan Servicing,2024-05-20,2024-06-15,COMPLETE,ORIG_SYS
LN01630,BR01630,ARM,2016-10-19,2026-08-28,371367.16,178256.24,13.95,120,GA,PURCHASE,D,32,<50K,CURRENT,0,Cardinal Mortgage Co,2024-05-15,2024-05-24,COMPLETE,ORIG_SYS
LN01631,BR01631,FIXED,2016-08-08,2036-04-25,220413.06,116818.92,11.38,240,NC,CASHOUT,D,34,<50K,DELINQUENT,51,Cardinal Mortgage Co,2024-05-26,2024-03-28,COMPLETE,ORIG_SYS
LN01632,BR01632,ARM,2017-10-30,2032-08-12,383495.56,345146.00,12.62,180,IL,PURCHASE,D,32,>150K,DELINQUENT,61,Acme Servicing,2024-05-14,2024-05-09,COMPLETE,ORIG_SYS
LN01633,BR01633,ARM,2020-07-29,2035-05-12,106196.12,79647.09,10.07,180,FL,REFI,C,28,<50K,CURRENT,0,Cardinal Mortgage Co,2024-06-07,2024-06-25,COMPLETE,ORIG_SYS
LN01634,BR01634,ARM,2020-02-20,2039-11-07,116213.96,0.00,13.83,240,FL,PURCHASE,D,7,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-24,2024-06-16,COMPLETE,ORIG_SYS
LN01635,BR01635,ARM,2020-11-28,2035-09-11,326507.87,248145.98,13.49,180,PA,PURCHASE,D,25,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-29,2024-03-14,COMPLETE,ORIG_SYS
LN01636,BR01636,ARM,2017-10-02,2037-06-19,307197.06,135166.71,6.53,240,NY,CASHOUT,B,20,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-05-11,2024-04-12,COMPLETE,ORIG_SYS
LN01637,BR01637,ARM,2017-09-27,2032-07-10,345700.32,276560.26,11.52,180,PA,PURCHASE,D,21,50K-100K,DELINQUENT,169,Cardinal Mortgage Co,2024-05-06,2024-06-03,COMPLETE,ORIG_SYS
LN01638,BR01638,FIXED,2015-12-21,2030-10-03,58945.59,33009.53,6.90,180,OH,REFI,B,29,>150K,DELINQUENT,34,Acme Servicing,2024-05-21,2024-05-06,COMPLETE,ORIG_SYS
LN01639,BR01639,ARM,2016-06-13,2046-01-07,353625.00,0.00,13.00,360,NY,REFI,D,23,50K-100K,CLOSED,0,Acme Servicing,2024-06-07,2022-11-29,COMPLETE,ORIG_SYS
LN01640,BR01640,FIXED,2021-09-26,2051-04-22,91988.29,69911.10,14.57,360,GA,CASHOUT,D,9,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-06-16,2024-03-04,COMPLETE,ORIG_SYS
LN01641,BR01641,ARM,2015-05-06,2044-11-29,262794.50,97233.96,46.00,360,NC,CASHOUT,A,31,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-12,2024-04-12,COMPLETE,ORIG_SYS
LN01642,BR01642,ARM,2019-05-18,2039-02-02,80211.24,0.00,10.87,240,NC,PURCHASE,C,33,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-21,2024-04-16,COMPLETE,ORIG_SYS
LN01643,BR01643,FIXED,2016-12-28,2036-09-14,323399.01,106721.67,13.48,240,GA,PURCHASE,D,10,50K-100K,DELINQUENT,125,BlueRiver Loan Servicing,2024-06-19,2024-04-29,COMPLETE,ORIG_SYS
LN01644,BR01644,FIXED,2019-04-19,2039-01-04,483947.83,421034.61,11.61,240,NY,PURCHASE,D,7,50K-100K,DELINQUENT,171,Acme Servicing,2024-05-19,2024-04-22,COMPLETE,ORIG_SYS
LN01645,BR01645,ARM,2015-11-04,2035-07-22,460812.51,244230.63,5.91,240,NC,CASHOUT,A,27,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-15,2024-03-06,COMPLETE,ORIG_SYS
LN01646,BR01646,ARM,2016-01-17,2025-11-25,446008.93,294365.89,11.15,120,NY,PURCHASE,D,15,<50K,DELINQUENT,138,Cardinal Mortgage Co,2024-06-13,2024-04-03,COMPLETE,ORIG_SYS
LN01647,BR01647,ARM,2020-07-24,2040-04-10,240421.86,0.00,5.35,240,OH,PURCHASE,A,15,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-22,2024-04-12,COMPLETE,ORIG_SYS
LN01648,BR01648,ARM,2021-05-13,2041-01-28,282557.25,0.00,7.57,240,WA,CASHOUT,B,2,100K-150K,CLOSED,0,Acme Servicing,2024-05-22,2024-06-05,COMPLETE,ORIG_SYS
LN01649,BR01649,ARM,2021-09-27,2031-08-06,171138.25,0.00,4.65,120,NC,PURCHASE,A,6,<50K,CLOSED,0,Acme Servicing,2024-06-02,2024-06-14,COMPLETE,ORIG_SYS
LN01650,BR01650,FIXED,2015-07-07,2035-03-24,341823.48,0.00,4.55,240,GA,CASHOUT,A,11,50K-100K,CLOSED,0,Acme Servicing,2024-06-03,2024-05-09,COMPLETE,ORIG_SYS
LN01651,BR01651,FIXED,2017-02-06,2031-11-20,404842.96,198373.05,46.00,180,PA,CASHOUT,C,32,50K-100K,DELINQUENT,139,Cardinal Mortgage Co,2024-05-26,2024-03-30,COMPLETE,ORIG_SYS
LN01652,BR01652,ARM,2015-07-17,2035-04-03,111426.91,0.00,4.55,240,TX,REFI,A,18,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-07,2024-04-06,COMPLETE,ORIG_SYS
LN01653,BR01653,ARM,2016-05-10,2045-12-04,301673.68,0.00,14.40,360,GA,CASHOUT,D,8,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-06-06,2024-04-04,COMPLETE,ORIG_SYS
LN01654,BR01654,ARM,2017-05-01,2032-02-12,55241.27,0.00,8.87,180,FL,REFI,C,28,50K-100K,CLOSED,0,Acme Servicing,2024-06-11,2024-05-19,COMPLETE,ORIG_SYS
LN01655,BR01655,FIXED,2018-06-10,2028-04-18,233032.87,0.00,9.57,120,PA,PURCHASE,C,34,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-09,2024-03-05,COMPLETE,ORIG_SYS
LN01656,BR01656,ARM,2020-09-18,2040-06-05,392717.75,298465.49,4.42,240,WA,CASHOUT,A,1,>150K,CURRENT,0,Cardinal Mortgage Co,2024-05-21,2024-03-26,COMPLETE,ORIG_SYS
LN01657,BR01657,FIXED,2021-06-14,2041-03-01,340331.40,224618.72,14.52,240,FL,CASHOUT,D,22,<50K,CURRENT,0,Cardinal Mortgage Co,2024-06-03,2024-04-14,COMPLETE,ORIG_SYS
LN01658,BR01658,FIXED,2016-07-03,2046-01-27,115280.22,0.00,7.67,360,NY,REFI,B,31,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-10,2024-04-20,COMPLETE,ORIG_SYS
LN01659,BR01659,FIXED,2020-10-15,2040-07-02,246299.55,86204.84,10.98,240,TX,CASHOUT,C,11,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-05-13,2024-06-01,COMPLETE,ORIG_SYS
LN01660,BR01660,FIXED,2019-07-21,2049-02-13,262884.15,165617.01,9.45,360,NY,PURCHASE,C,33,>150K,DELINQUENT,53,Cardinal Mortgage Co,2024-06-24,2024-06-29,COMPLETE,ORIG_SYS
LN01661,BR01661,ARM,2016-05-02,2031-02-13,256984.36,154190.62,4.18,180,NC,CASHOUT,A,20,50K-100K,DELINQUENT,110,Cardinal Mortgage Co,2024-05-04,2024-06-15,COMPLETE,ORIG_SYS
LN01662,BR01662,ARM,2017-01-30,2046-08-26,438907.57,399405.89,12.58,360,FL,CASHOUT,D,29,<50K,DELINQUENT,100,Cardinal Mortgage Co,2024-05-27,2024-06-18,COMPLETE,ORIG_SYS
LN01663,BR01663,FIXED,2021-04-10,2036-01-22,442526.53,340745.43,14.12,180,NY,PURCHASE,D,24,<50K,DELINQUENT,42,Acme Servicing,2024-05-22,2024-03-23,COMPLETE,ORIG_SYS
LN01664,BR01664,ARM,2019-08-30,2049-03-25,294735.27,215156.75,11.07,360,PA,PURCHASE,D,21,<50K,DELINQUENT,106,Cardinal Mortgage Co,2024-06-11,2024-05-08,COMPLETE,ORIG_SYS
LN01665,BR01665,FIXED,2019-09-21,2049-04-16,288648.53,199167.49,6.37,360,NC,PURCHASE,B,23,100K-150K,DELINQUENT,56,Acme Servicing,2024-05-24,2024-04-28,COMPLETE,ORIG_SYS
LN01666,BR01666,ARM,2020-03-25,2035-01-06,65318.80,0.00,11.90,180,GA,PURCHASE,D,25,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-27,2024-06-11,COMPLETE,ORIG_SYS
LN01667,BR01667,ARM,2017-12-04,2027-10-13,289436.45,290436.45,9.48,120,NC,REFI,C,26,>150K,CLOSED,0,Acme Servicing,2024-05-05,2024-06-14,COMPLETE,ORIG_SYS
LN01668,BR01668,FIXED,2016-11-06,2031-08-20,353220.88,0.00,13.02,180,OH,CASHOUT,D,12,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-06-05,2024-04-18,COMPLETE,ORIG_SYS
LN01669,BR01676,ARM,2019-02-25,2036-10-07,81169.34,362087.35,4.72,240,FL,REFI,A,14,>150K,DELINQUENT,154,Cardinal Mortgage Co,2024-05-09,2024-04-19,COMPLETE,ORIG_SYS
LN01670,BR01670,ARM,2017-06-30,2037-03-17,173436.72,156093.05,4.55,240,GA,CASHOUT,A,31,100K-150K,DELINQUENT,161,Acme Servicing,2024-06-27,2024-05-11,COMPLETE,ORIG_SYS
LN01671,BR01671,FIXED,2015-12-04,2035-08-21,290857.82,130886.02,14.21,240,OH,PURCHASE,D,33,50K-100K,DELINQUENT,131,Cardinal Mortgage Co,2024-06-19,2024-03-31,COMPLETE,ORIG_SYS
LN01672,BR01672,FIXED,2019-11-07,2034-08-20,174782.49,0.00,6.60,180,OH,CASHOUT,B,34,<50K,CLOSED,0,Acme Servicing,2024-05-16,2024-05-18,COMPLETE,ORIG_SYS
LN01673,BR01673,ARM,2015-01-14,2044-08-09,463108.65,0.00,5.24,360,PA,REFI,A,25,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-24,2024-06-19,COMPLETE,ORIG_SYS
LN01674,BR01674,FIXED,2021-01-30,2030-12-09,438681.55,289529.82,7.53,120,TX,CASHOUT,B,19,>150K,CURRENT,0,Cardinal Mortgage Co,2024-05-12,2024-05-08,COMPLETE,ORIG_SYS
LN01675,BR01675,FIXED,2018-04-23,2033-02-03,342389.00,0.00,7.64,180,NC,REFI,B,12,<50K,CLOSED,0,Acme Servicing,2024-05-22,13/40/2020,COMPLETE,ORIG_SYS
LN01676,BR01676,ARM,2019-02-25,2033-12-08,81169.34,0.00,7.03,180,NY,PURCHASE,B,27,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-30,2024-03-26,COMPLETE,ORIG_SYS
LN01677,BR01677,FIXED,2020-12-17,2040-09-03,170287.32,61303.44,14.03,240,WA,PURCHASE,D,32,50K-100K,DELINQUENT,31,BlueRiver Loan Servicing,2024-06-18,2024-05-19,COMPLETE,ORIG_SYS
LN01678,BR01678,FIXED,2018-11-25,2033-09-07,312669.26,278275.64,14.06,180,WA,CASHOUT,D,29,<50K,CURRENT,0,Acme Servicing,2024-06-08,2024-05-09,COMPLETE,ORIG_SYS
LN01679,BR01679,ARM,2020-04-07,2039-12-24,241004.88,0.00,4.47,240,GA,REFI,A,31,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-29,2024-04-21,COMPLETE,ORIG_SYS
LN01680,BR01680,FIXED,2015-12-13,2014-12-13,287203.57,97649.21,6.67,120,WA,PURCHASE,B,21,100K-150K,CURRENT,0,Acme Servicing,2024-06-26,2024-06-11,COMPLETE,ORIG_SYS
LN01681,BR01681,ARM,2021-05-22,2031-03-31,248221.30,96806.31,13.98,120,IL,CASHOUT,D,23,>150K,CURRENT,0,Acme Servicing,2024-06-05,2024-03-21,COMPLETE,ORIG_SYS
LN01682,BR01682,FIXED,2015-11-13,2025-09-21,326600.02,150236.01,8.71,120,FL,CASHOUT,C,6,50K-100K,DELINQUENT,129,Cardinal Mortgage Co,2024-06-22,2024-04-23,COMPLETE,ORIG_SYS
LN01683,BR01683,FIXED,2018-01-04,2037-09-21,107252.50,69714.12,5.10,240,NY,REFI,A,32,50K-100K,DELINQUENT,30,Cardinal Mortgage Co,2024-05-04,2024-04-23,COMPLETE,ORIG_SYS
LN01684,BR01684,FIXED,2016-11-14,2046-06-10,364263.20,225843.18,5.53,360,NY,PURCHASE,A,11,>150K,DELINQUENT,57,BlueRiver Loan Servicing,2024-06-25,2024-06-17,COMPLETE,ORIG_SYS
LN01685,BR01685,FIXED,,2029-07-29,401768.09,333467.51,4.92,120,GA,CASHOUT,A,34,50K-100K,DELINQUENT,114,BlueRiver Loan Servicing,2024-05-23,2024-06-10,COMPLETE,ORIG_SYS
LN01686,BR01686,FIXED,2017-09-02,2047-03-29,237006.63,0.00,6.22,360,CA,CASHOUT,B,1,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-26,2024-03-24,COMPLETE,ORIG_SYS
LN01687,BR01687,ARM,2021-02-06,2035-11-20,90812.95,48130.86,13.61,180,FL,PURCHASE,D,0,50K-100K,DELINQUENT,143,Cardinal Mortgage Co,2024-05-24,2024-04-11,COMPLETE,ORIG_SYS
LN01688,BR01688,FIXED,2019-03-15,2033-12-26,233186.13,74619.56,6.45,180,PA,CASHOUT,B,5,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-13,2022-11-29,COMPLETE,ORIG_SYS
LN01689,BR01689,FIXED,2020-04-10,2030-02-17,262814.51,0.00,6.48,120,CA,PURCHASE,B,0,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-03,2024-04-01,COMPLETE,ORIG_SYS
LN01690,BR01690,ARM,2017-11-03,2032-08-16,255953.62,110060.06,11.38,180,GA,REFI,D,31,100K-150K,CURRENT,90,Acme Servicing,2024-06-26,2024-04-29,COMPLETE,ORIG_SYS
LN01691,BR01691,FIXED,2015-05-09,2025-03-17,400823.20,268551.54,13.60,120,NC,CASHOUT,D,6,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-06-25,2024-05-09,COMPLETE,ORIG_SYS
LN01692,BR01692,FIXED,2017-05-17,2046-12-11,269044.24,156045.66,7.41,360,OH,PURCHASE,B,15,<50K,CURRENT,0,Acme Servicing,2024-05-06,2024-04-05,COMPLETE,ORIG_SYS
LN01693,BR01693,FIXED,2020-03-07,2034-12-19,126539.20,110089.10,4.47,180,WA,PURCHASE,A,30,<50K,DELINQUENT,130,BlueRiver Loan Servicing,2024-05-04,2024-05-22,COMPLETE,ORIG_SYS
LN01694,BR01694,FIXED,2020-04-16,2030-02-23,378340.01,0.00,10.40,120,WA,CASHOUT,C,7,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-20,2024-04-21,COMPLETE,ORIG_SYS
LN01695,BR01695,ARM,2015-08-11,2030-05-24,428594.06,0.00,6.72,180,OH,REFI,B,7,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-26,2024-05-27,COMPLETE,ORIG_SYS
LN01696,BR01696,ARM,2021-05-11,2050-12-05,375172.18,322648.07,5.65,360,OH,CASHOUT,A,3,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-06-03,2024-06-29,COMPLETE,ORIG_SYS
LN01697,BR01697,FIXED,2016-01-03,2035-09-20,-460679.36,243630.06,46.00,240,CA,CASHOUT,D,5,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-24,2024-03-12,COMPLETE,ORIG_SYS
LN01698,BR01698,FIXED,2017-05-18,2046-12-12,435660.35,217830.18,7.61,360,IL,REFI,B,30,<50K,CURRENT,0,Cardinal Mortgage Co,2024-06-12,2024-05-29,COMPLETE,ORIG_SYS
LN01699,BR01699,FIXED,2018-01-08,2047-08-04,244380.87,122190.44,14.26,360,NY,CASHOUT,D,31,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-05-09,2024-03-28,COMPLETE,ORIG_SYS
LN01700,BR01700,FIXED,2015-03-20,2034-12-05,438948.31,377495.55,7.51,240,NC,PURCHASE,B,23,>150K,DELINQUENT,82,Cardinal Mortgage Co,2024-06-05,2024-04-07,COMPLETE,ORIG_SYS
LN01701,BR01701,FIXED,2016-07-16,2036-04-02,259806.61,176668.49,6.95,240,GA,CASHOUT,B,6,>150K,CURRENT,0,Acme Servicing,2024-05-10,2024-03-22,COMPLETE,ORIG_SYS
LN01702,BR01702,ARM,2019-11-26,2029-10-04,441108.66,242609.76,4.82,120,GA,PURCHASE,A,28,<50K,CURRENT,0,Acme Servicing,2024-06-27,2024-05-01,COMPLETE,ORIG_SYS
LN01703,BR01703,ARM,13/40/2020,2027-10-25,450890.87,234463.25,5.96,120,WA,CASHOUT,A,7,>150K,DELINQUENT,69,Cardinal Mortgage Co,2024-05-31,2024-04-29,COMPLETE,ORIG_SYS
LN01704,BR01704,ARM,2020-12-14,2030-10-23,436361.04,0.00,10.46,120,NC,CASHOUT,C,32,<50K,CLOSED,0,Acme Servicing,2024-06-13,2024-04-30,COMPLETE,ORIG_SYS
,BR01705,ARM,2016-03-17,2035-12-03,295149.27,0.00,13.58,240,GA,CASHOUT,D,29,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-28,2024-03-08,COMPLETE,ORIG_SYS
LN01706,BR01706,FIXED,2021-01-29,2050-08-25,59256.08,0.00,7.25,360,TX,REFI,B,16,100K-150K,CLOSED,0,Acme Servicing,2024-05-28,2024-04-11,COMPLETE,ORIG_SYS
LN01707,BR01707,FIXED,2015-08-14,2045-03-09,331749.48,0.00,9.64,360,NC,PURCHASE,C,13,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-12,2024-05-21,COMPLETE,ORIG_SYS
LN01708,BR01708,FIXED,,2030-02-14,116030.17,74259.31,13.55,120,FL,CASHOUT,D,7,100K-150K,CURRENT,90,Cardinal Mortgage Co,2024-05-29,2024-04-23,COMPLETE,ORIG_SYS
LN01709,BR01709,ARM,2021-03-06,2040-11-21,370296.65,0.00,4.44,240,GA,PURCHASE,A,22,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-01,2024-04-03,COMPLETE,ORIG_SYS
LN01710,BR01710,ARM,2015-10-11,2035-06-28,242470.44,145482.26,9.39,240,NY,CASHOUT,C,29,>150K,CURRENT,0,Acme Servicing,2024-05-15,2024-05-18,COMPLETE,ORIG_SYS
LN01711,BR01711,ARM,2018-08-26,2028-07-04,460767.73,0.00,11.26,120,IL,CASHOUT,D,32,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-12,2024-05-12,COMPLETE,ORIG_SYS
LN01712,BR01712,ARM,2016-06-29,2026-05-08,305968.54,250894.20,7.13,120,WA,REFI,B,29,100K-150K,CURRENT,0,Acme Servicing,2024-05-13,2024-06-10,COMPLETE,ORIG_SYS
LN01713,BR01713,ARM,2019-10-05,2029-08-13,403757.71,331081.32,5.12,120,NY,REFI,A,23,<50K,DELINQUENT,139,Cardinal Mortgage Co,2024-06-16,2024-06-30,COMPLETE,ORIG_SYS
LN01714,BR01714,FIXED,2018-11-02,2038-07-20,235520.65,77721.81,12.45,240,WA,PURCHASE,D,3,<50K,DELINQUENT,171,Cardinal Mortgage Co,2024-06-07,2024-03-08,COMPLETE,ORIG_SYS
LN01715,BR01715,FIXED,2018-11-08,2028-09-16,476022.47,447461.12,6.43,120,GA,REFI,B,20,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-27,2024-05-24,COMPLETE,ORIG_SYS
LN01716,BR01716,FIXED,2016-05-03,2026-03-12,333037.75,126554.34,13.97,120,TX,REFI,D,12,100K-150K,DELINQUENT,163,BlueRiver Loan Servicing,2024-06-19,2024-06-03,COMPLETE,ORIG_SYS
