loan_id,document_status
LN02357,COMPLETE
LN02359,COMPLETE
LN02360,COMPLETE
LN02361,COMPLETE
LN02362,COMPLETE
LN02363,COMPLETE
LN02364,COMPLETE
LN02365,COMPLETE
LN02366,COMPLETE
LN02367,COMPLETE
LN02368,COMPLETE
LN02369,COMPLETE
LN02370,COMPLETE
LN02371,COMPLETE
LN02372,COMPLETE
LN02373,COMPLETE
LN02374,COMPLETE
LN02375,COMPLETE
LN02376,COMPLETE
LN02377,COMPLETE
LN02378,COMPLETE
LN02379,COMPLETE
LN02380,COMPLETE
LN02381,COMPLETE
LN02382,COMPLETE
LN02383,COMPLETE
LN02384,COMPLETE
LN02385,COMPLETE
LN02386,COMPLETE
LN02387,COMPLETE
LN02388,COMPLETE
LN02389,COMPLETE
LN02390,COMPLETE
LN02391,COMPLETE
LN02392,COMPLETE
LN02393,COMPLETE
LN02394,COMPLETE
LN02395,COMPLETE
LN02396,COMPLETE
LN02397,COMPLETE
LN02398,COMPLETE
LN02399,COMPLETE
LN02400,COMPLETE
LN02401,COMPLETE
LN02402,COMPLETE
LN02403,COMPLETE
LN02404,COMPLETE
LN02405,COMPLETE
LN02406,COMPLETE
LN02407,COMPLETE
LN02408,COMPLETE
LN02409,COMPLETE
LN02410,COMPLETE
LN02411,COMPLETE
LN02412,COMPLETE
LN02413,COMPLETE
LN02414,COMPLETE
LN02415,COMPLETE
LN02416,COMPLETE
LN02417,COMPLETE
LN02418,COMPLETE
LN02419,COMPLETE
LN02421,COMPLETE
LN02422,COMPLETE
LN02423,COMPLETE
LN02424,COMPLETE
LN02425,COMPLETE
LN02426,COMPLETE
LN02427,COMPLETE
LN02428,COMPLETE
LN02429,COMPLETE
LN02430,COMPLETE
LN02431,COMPLETE
LN02432,COMPLETE
LN02433,COMPLETE
LN02434,COMPLETE
LN02435,COMPLETE
LN02436,COMPLETE
LN02437,COMPLETE
LN02438,COMPLETE
LN02439,COMPLETE
LN02440,COMPLETE
LN02441,COMPLETE
LN02442,COMPLETE
LN02443,COMPLETE
LN02444,COMPLETE
LN02445,COMPLETE
LN02446,COMPLETE
LN02447,COMPLETE
LN02448,COMPLETE
LN02449,COMPLETE
LN02450,COMPLETE
LN02451,COMPLETE
LN02452,COMPLETE
LN02453,COMPLETE
LN02454,COMPLETE
LN02455,COMPLETE
LN02456,COMPLETE
LN02457,COMPLETE
LN02458,COMPLETE
LN02459,COMPLETE
LN02460,COMPLETE
LN02461,COMPLETE
LN02462,COMPLETE
LN02463,COMPLETE
LN02464,COMPLETE
LN02465,COMPLETE
LN02466,COMPLETE
LN02468,COMPLETE
LN02469,COMPLETE
LN02470,COMPLETE
LN02471,COMPLETE
LN02472,COMPLETE
LN02473,COMPLETE
LN02474,COMPLETE
LN02475,COMPLETE
LN02476,COMPLETE
LN02477,COMPLETE
LN02478,COMPLETE
LN02479,COMPLETE
LN02480,COMPLETE
LN02481,COMPLETE
LN02482,COMPLETE
LN02483,COMPLETE
LN02484,COMPLETE
LN02485,COMPLETE
LN02486,COMPLETE
LN02487,COMPLETE
LN02488,COMPLETE
LN02489,COMPLETE
LN02490,COMPLETE
LN02491,COMPLETE
LN02492,COMPLETE
LN02493,COMPLETE
LN02494,COMPLETE
LN02495,COMPLETE
LN02496,COMPLETE
LN02497,COMPLETE
LN02498,COMPLETE
LN02499,COMPLETE
LN02500,COMPLETE
LN02501,COMPLETE
LN02502,COMPLETE
LN02503,COMPLETE
LN02504,COMPLETE
LN02505,COMPLETE
LN02506,COMPLETE
LN02507,COMPLETE
LN02508,COMPLETE
LN02509,COMPLETE
LN02510,COMPLETE
LN02511,COMPLETE
LN02512,COMPLETE
LN02513,COMPLETE
LN02514,COMPLETE
LN02515,COMPLETE
LN02516,COMPLETE
LN02517,COMPLETE
LN02518,COMPLETE
LN02519,COMPLETE
LN02520,COMPLETE
LN02521,COMPLETE
LN02522,COMPLETE
LN02523,COMPLETE
LN02524,COMPLETE
LN02525,COMPLETE
LN02526,COMPLETE
LN02527,COMPLETE
LN02528,COMPLETE
LN02529,COMPLETE
LN02530,COMPLETE
LN02531,COMPLETE
LN02532,COMPLETE
LN02533,COMPLETE
LN02534,COMPLETE
LN02536,COMPLETE
LN02537,COMPLETE
LN02538,COMPLETE
LN02539,COMPLETE
LN02540,COMPLETE
LN02541,COMPLETE
LN02542,COMPLETE
LN02543,COMPLETE
LN02544,COMPLETE
LN02545,COMPLETE
LN02546,COMPLETE
LN02547,COMPLETE
LN02548,COMPLETE
LN02549,COMPLETE
LN02550,COMPLETE
LN02551,COMPLETE
LN02552,COMPLETE
LN02553,COMPLETE
LN02554,COMPLETE
LN02555,COMPLETE
LN02556,COMPLETE
LN02557,COMPLETE
LN02558,COMPLETE
LN02559,COMPLETE
LN02560,COMPLETE
LN02561,COMPLETE
LN02562,COMPLETE
LN02563,COMPLETE
LN02564,COMPLETE
LN02565,COMPLETE
LN02566,COMPLETE
LN02567,COMPLETE
LN02568,COMPLETE
LN02569,COMPLETE
LN02570,COMPLETE
LN02571,COMPLETE
LN02572,COMPLETE
LN02573,COMPLETE
LN02574,COMPLETE
LN02575,COMPLETE
LN02576,COMPLETE
LN02577,COMPLETE
LN02578,COMPLETE
LN02579,COMPLETE
LN02580,COMPLETE
LN02581,COMPLETE
LN02582,COMPLETE
LN02583,COMPLETE
LN02584,COMPLETE
LN02585,COMPLETE
LN02586,COMPLETE
LN02587,COMPLETE
LN02588,COMPLETE
LN02589,COMPLETE
LN02590,COMPLETE
LN02591,COMPLETE
LN02592,COMPLETE
LN02593,COMPLETE
LN02594,COMPLETE
LN02595,COMPLETE
LN02596,COMPLETE
LN02597,COMPLETE
LN02598,COMPLETE
LN02599,COMPLETE
LN02600,COMPLETE
LN02601,COMPLETE
LN02602,COMPLETE
LN02603,COMPLETE
LN02604,COMPLETE
LN02605,COMPLETE
LN02606,COMPLETE
LN02607,COMPLETE
LN02608,COMPLETE
LN02609,COMPLETE
LN02610,COMPLETE
LN02611,COMPLETE
LN02612,COMPLETE
LN02613,COMPLETE
LN02614,COMPLETE
LN02615,COMPLETE
LN02616,COMPLETE
LN02617,COMPLETE
LN02618,COMPLETE
LN02619,COMPLETE
LN02620,COMPLETE
LN02621,COMPLETE
LN02622,COMPLETE
LN02623,COMPLETE
LN02624,COMPLETE
LN02625,COMPLETE
LN02626,COMPLETE
LN02627,COMPLETE
LN02628,COMPLETE
LN02629,COMPLETE
LN02630,COMPLETE
LN02631,COMPLETE
LN02632,COMPLETE
LN02633,COMPLETE
LN02634,COMPLETE
LN02635,COMPLETE
LN02636,COMPLETE
LN02637,COMPLETE
LN02638,COMPLETE
LN02639,COMPLETE
LN02640,COMPLETE
LN02641,COMPLETE
LN02642,COMPLETE
LN02643,COMPLETE
LN02644,COMPLETE
LN02645,COMPLETE
LN02646,COMPLETE
LN02647,COMPLETE
LN02648,COMPLETE
LN02649,COMPLETE
LN02650,COMPLETE
LN02651,COMPLETE
LN02652,COMPLETE
LN02653,COMPLETE
LN02654,COMPLETE
LN02655,COMPLETE
LN02656,COMPLETE
LN02657,COMPLETE
LN02658,COMPLETE
LN02659,COMPLETE
LN02660,COMPLETE
LN02661,COMPLETE
LN02662,COMPLETE
LN02663,COMPLETE
LN02664,COMPLETE
LN02665,COMPLETE
LN02666,COMPLETE
LN02667,COMPLETE
LN02668,COMPLETE
LN02670,COMPLETE
LN02671,COMPLETE
LN02672,COMPLETE
LN02673,COMPLETE
LN02674,COMPLETE
LN02675,COMPLETE
LN02676,COMPLETE
LN02677,COMPLETE
LN02678,COMPLETE
LN02679,COMPLETE
LN02680,COMPLETE
LN02681,COMPLETE
LN02682,COMPLETE
LN02683,COMPLETE
LN02684,COMPLETE
LN02685,COMPLETE
LN02686,COMPLETE
LN02687,COMPLETE
LN02688,COMPLETE
LN02689,COMPLETE
LN02690,COMPLETE
LN02691,COMPLETE
LN02692,COMPLETE
LN02693,COMPLETE
LN02694,COMPLETE
LN02695,COMPLETE
LN02696,COMPLETE
LN02697,COMPLETE
LN02698,COMPLETE
LN02699,COMPLETE
LN02700,COMPLETE
LN02701,COMPLETE
LN02702,COMPLETE
LN02703,COMPLETE
LN02704,COMPLETE
LN02705,COMPLETE
LN02706,COMPLETE
LN02707,COMPLETE
LN02708,COMPLETE
LN02709,COMPLETE
LN02710,COMPLETE
LN02711,COMPLETE
LN02712,COMPLETE
LN02713,COMPLETE
LN02714,COMPLETE
LN02715,COMPLETE
LN02716,COMPLETE
LN02717,COMPLETE
LN02719,COMPLETE
LN02720,COMPLETE
LN02721,COMPLETE
LN02722,COMPLETE
LN02723,COMPLETE
LN02724,COMPLETE
LN02725,COMPLETE
LN02726,COMPLETE
LN02727,COMPLETE
LN02728,COMPLETE
LN02729,COMPLETE
LN02730,COMPLETE
LN02731,COMPLETE
LN02732,COMPLETE
LN02733,COMPLETE
LN02734,COMPLETE
LN02735,COMPLETE
LN02736,COMPLETE
LN02737,COMPLETE
LN02738,COMPLETE
LN02739,COMPLETE
LN02740,COMPLETE
LN02741,COMPLETE
LN02742,COMPLETE
LN02743,COMPLETE
LN02744,COMPLETE
LN02745,COMPLETE
LN02746,COMPLETE
LN02747,COMPLETE
LN02748,COMPLETE
LN02749,COMPLETE
LN02750,COMPLETE
LN02751,COMPLETE
LN02752,COMPLETE
LN02753,COMPLETE
LN02754,COMPLETE
LN02755,COMPLETE
LN02756,COMPLETE
LN02757,COMPLETE
LN02758,COMPLETE
LN02759,COMPLETE
LN02760,COMPLETE
LN02761,COMPLETE
LN02762,COMPLETE
LN02763,COMPLETE
LN02764,COMPLETE
LN02765,COMPLETE
LN02766,COMPLETE
LN02767,COMPLETE
LN02768,COMPLETE
LN02769,COMPLETE
LN02770,COMPLETE
LN02771,COMPLETE
LN02772,COMPLETE
LN02773,COMPLETE
LN02774,COMPLETE
LN02775,COMPLETE
LN02776,COMPLETE
LN02777,COMPLETE
LN02778,COMPLETE
LN02779,COMPLETE
LN02780,COMPLETE
LN02781,COMPLETE
LN02782,COMPLETE
LN02783,COMPLETE
LN02784,COMPLETE
LN02785,COMPLETE
LN02786,COMPLETE
LN02787,COMPLETE
LN02788,COMPLETE
LN02789,COMPLETE
LN02790,COMPLETE
LN02791,COMPLETE
LN02792,COMPLETE
LN02793,COMPLETE
LN02794,COMPLETE
LN02795,COMPLETE
LN02796,COMPLETE
LN02797,COMPLETE
LN02798,COMPLETE
LN02799,COMPLETE
LN02800,COMPLETE
LN02801,COMPLETE
LN02802,COMPLETE
LN02803,COMPLETE
LN02804,COMPLETE
LN02805,COMPLETE
LN02806,COMPLETE
LN02807,COMPLETE
LN02808,COMPLETE
LN02809,COMPLETE
LN02810,COMPLETE
LN02811,COMPLETE
LN02812,COMPLETE
LN02813,COMPLETE
LN02814,COMPLETE
LN02815,COMPLETE
LN02816,COMPLETE
LN02817,COMPLETE
LN02818,COMPLETE
LN02819,COMPLETE
LN02820,COMPLETE
LN02821,COMPLETE
LN02822,COMPLETE
LN02823,COMPLETE
LN02824,COMPLETE
LN02825,COMPLETE
LN02826,COMPLETE
LN02827,COMPLETE
LN02828,COMPLETE
LN02829,COMPLETE
LN02830,COMPLETE
LN02831,COMPLETE
LN02832,COMPLETE
LN02833,COMPLETE
LN02834,COMPLETE
LN02835,COMPLETE
LN02836,COMPLETE
LN02837,COMPLETE
LN02838,COMPLETE
LN02839,COMPLETE
LN02840,COMPLETE
LN02841,COMPLETE
LN02842,COMPLETE
LN02843,COMPLETE
LN02844,COMPLETE
LN02845,COMPLETE
LN02846,COMPLETE
LN02847,COMPLETE
LN02848,COMPLETE
LN02849,COMPLETE
LN02850,COMPLETE
LN02851,COMPLETE
LN02852,COMPLETE
LN02853,COMPLETE
LN02854,COMPLETE
LN02855,COMPLETE
LN02856,COMPLETE
LN02857,COMPLETE
LN02858,COMPLETE
LN02859,COMPLETE
LN02860,COMPLETE
LN02861,COMPLETE
LN02862,COMPLETE
LN02863,COMPLETE
LN02864,COMPLETE
LN02865,COMPLETE
LN02866,COMPLETE
LN02867,COMPLETE
LN02868,COMPLETE
LN02869,COMPLETE
LN02870,COMPLETE
LN02871,COMPLETE
LN02872,COMPLETE
LN02873,COMPLETE
LN02874,COMPLETE
LN02875,COMPLETE
LN02876,COMPLETE
LN02877,COMPLETE
LN02878,COMPLETE
LN02879,COMPLETE
LN02880,COMPLETE
LN02881,COMPLETE
LN02882,COMPLETE
LN02883,COMPLETE
LN02884,COMPLETE
LN02885,COMPLETE
LN02886,COMPLETE
LN02887,COMPLETE
LN02888,COMPLETE
LN02889,COMPLETE
LN02890,COMPLETE
LN02891,COMPLETE
LN02892,COMPLETE
LN02893,COMPLETE
LN02894,COMPLETE
LN02895,COMPLETE
LN02896,COMPLETE
LN02897,COMPLETE
LN02898,COMPLETE
LN02899,COMPLETE
LN02900,COMPLETE
LN02901,COMPLETE
LN02902,COMPLETE
LN02903,COMPLETE
LN02904,COMPLETE
LN02905,COMPLETE
LN02906,COMPLETE
LN02907,COMPLETE
LN02908,COMPLETE
LN02909,COMPLETE
LN02910,COMPLETE
LN02911,COMPLETE
LN02912,COMPLETE
LN02913,COMPLETE
LN02914,COMPLETE
LN02915,COMPLETE
LN02916,COMPLETE
LN02917,COMPLETE
LN02918,COMPLETE
LN02919,COMPLETE
LN02920,COMPLETE
LN02921,COMPLETE
LN02922,COMPLETE
LN02923,COMPLETE
LN02924,COMPLETE
LN02925,COMPLETE
LN02926,COMPLETE
LN02927,COMPLETE
LN02928,COMPLETE
LN02929,COMPLETE
LN02931,COMPLETE
LN02932,COMPLETE
LN02933,COMPLETE
LN02934,COMPLETE
LN02935,COMPLETE
LN02936,COMPLETE
LN02937,COMPLETE
LN02938,COMPLETE
LN02939,COMPLETE
LN02940,COMPLETE
LN02941,COMPLETE
LN02942,COMPLETE
LN02943,COMPLETE
LN02944,COMPLETE
LN02945,COMPLETE
LN02946,COMPLETE
LN02947,COMPLETE
LN02948,COMPLETE
LN02949,COMPLETE
LN02950,COMPLETE
LN02951,COMPLETE
LN02952,COMPLETE
LN02953,COMPLETE
LN02954,COMPLETE
LN02955,COMPLETE
LN02956,COMPLETE
LN02958,COMPLETE
LN02959,COMPLETE
LN02960,COMPLETE
LN02961,COMPLETE
LN02962,COMPLETE
LN02963,COMPLETE
LN02964,COMPLETE
LN02965,COMPLETE
LN02966,COMPLETE
LN02967,COMPLETE
LN02968,COMPLETE
LN02969,COMPLETE
LN02970,COMPLETE
LN02971,COMPLETE
LN02972,COMPLETE
LN02973,COMPLETE
LN02974,COMPLETE
LN02975,COMPLETE
LN02976,COMPLETE
LN02977,COMPLETE
LN02978,COMPLETE
LN02979,COMPLETE
LN02980,COMPLETE
LN02981,COMPLETE
LN02982,COMPLETE
LN02983,COMPLETE
LN02984,COMPLETE
LN02985,COMPLETE
LN02986,COMPLETE
LN02987,COMPLETE
LN02988,COMPLETE
LN02989,COMPLETE
LN02990,COMPLETE
LN02991,COMPLETE
LN02992,COMPLETE
LN02993,COMPLETE
LN02994,COMPLETE
LN02995,COMPLETE
LN02996,COMPLETE
LN02997,COMPLETE
LN02998,COMPLETE
LN02999,COMPLETE
LNREP729763052-0,COMPLETE
LNREP729763052-1,COMPLETE
LNREP729763052-2,COMPLETE
LNREP729763052-3,COMPLETE
LNREP729763052-4,COMPLETE
LNREP371968737-0,COMPLETE
LNREP371968737-1,COMPLETE
LNREP371968737-2,COMPLETE
LNREP371968737-3,COMPLETE
LNREP371968737-4,COMPLETE
LNREP874628462-0,COMPLETE
LNREP874628462-1,COMPLETE
LNREP874628462-2,COMPLETE
LNREP874628462-3,COMPLETE
LNREP874628462-4,COMPLETE
LNREP596911788-0,COMPLETE
LNREP596911788-1,COMPLETE
LNREP596911788-2,COMPLETE
LNREP596911788-3,COMPLETE
LNREP596911788-4,COMPLETE
LNREP066208541-0,COMPLETE
LNREP066208541-1,COMPLETE
LNREP066208541-2,COMPLETE
LNREP066208541-3,COMPLETE
LNREP066208541-4,COMPLETE
LNREP208529654-0,COMPLETE
LNREP208529654-1,COMPLETE
LNREP208529654-2,COMPLETE
LNREP208529654-3,COMPLETE
LNREP208529654-4,COMPLETE
LNREP301907120-0,COMPLETE
LNREP301907120-1,COMPLETE
LNREP301907120-2,COMPLETE
LNREP301907120-3,COMPLETE
LNREP301907120-4,COMPLETE
